TransactionID,TransactionDate,CalendarYear,Quarter,MonthNumber,MonthName,DepartmentKey,CategoryKey,VendorKey,RegionKey,ProjectKey,Description,PaymentMethod,PostingStatus,NetAmount_AUD,GST_AUD,GrossAmount_AUD,PurchaseOrder,InvoiceNumber,OriginalCurrency,ExchangeRate
TX000891,2025-07-29,2025,3,7,July,D006,C006,V029,R03,P007,Travel expense - Operations,Invoice,Posted,438.97,43.9,482.87,PO-93396,INV-958285,AUD,1.0
TX000892,2024-02-16,2024,1,2,February,D005,C010,V011,R02,P008,Events expense - Sales,Invoice,Posted,959.71,95.97,1055.68,PO-80748,INV-120887,USD,1.5416
TX000893,2026-01-09,2026,1,1,January,D001,C020,V022,R01,P008,Customer Support Tools expense - Information Technology,Invoice,Posted,879.68,87.97,967.65,PO-30577,INV-978862,AUD,1.0
TX000894,2025-07-02,2025,3,7,July,D007,C004,V024,R01,P003,Contractors expense - Customer Service,Corporate Card,Posted,1264.19,126.42,1390.61,,,AUD,1.0
TX000895,2024-01-21,2024,1,1,January,D002,C007,V011,R02,P008,Training expense - Finance,Invoice,Posted,477.93,47.79,525.72,PO-59526,INV-787106,AUD,1.0
TX000896,2025-02-14,2025,1,2,February,D003,C011,V005,R04,P008,Office Supplies expense - Human Resources,Invoice,Posted,395.89,39.59,435.48,PO-29902,INV-200198,AUD,1.0
TX000897,2026-01-23,2026,1,1,January,D007,C004,V021,R04,P008,Contractors expense - Customer Service,Invoice,Posted,1145.0,114.5,1259.5,PO-95989,INV-704190,AUD,1.0
TX000898,2025-04-27,2025,2,4,April,D007,C007,V027,R02,P004,Training expense - Customer Service,Direct Debit,Posted,323.35,32.34,355.69,,INV-118048,AUD,1.0
TX000899,2025-05-23,2025,2,5,May,D007,C007,V029,R03,P008,Training expense - Customer Service,Invoice,Posted,233.88,23.39,257.27,PO-53572,INV-250755,AUD,1.0
TX000900,2026-04-09,2026,2,4,April,D002,C001,V032,R02,P003,Software & SaaS expense - Finance,Invoice,Posted,1140.18,114.02,1254.2,PO-84270,INV-897527,AUD,1.0
TX000901,2024-08-26,2024,3,8,August,D001,C020,V022,R02,P007,Customer Support Tools expense - Information Technology,Direct Debit,Posted,1323.91,132.39,1456.3,,INV-689729,AUD,1.0
TX000902,2026-03-24,2026,1,3,March,D008,C014,V016,R02,P008,Utilities expense - Facilities,Invoice,Pending,303.36,30.34,333.7,PO-20673,INV-210146,AUD,1.0
TX000903,2025-03-11,2025,1,3,March,D002,C006,V034,R01,P001,Travel expense - Finance,Invoice,Posted,989.93,98.99,1088.92,PO-32376,INV-756581,USD,1.4559
TX000904,2026-04-02,2026,2,4,April,D008,C004,V026,R03,P008,Contractors expense - Facilities,Invoice,Posted,3260.9,326.09,3586.99,PO-31750,INV-248391,AUD,1.0
TX000905,2024-10-24,2024,4,10,October,D004,C010,V017,R05,P006,Events expense - Marketing,Invoice,Pending,743.21,74.32,817.53,PO-27739,INV-272216,AUD,1.0
TX000906,2025-06-20,2025,2,6,June,D008,C003,V031,R01,P003,Hardware expense - Facilities,Corporate Card,Posted,1088.68,108.87,1197.55,,,AUD,1.0
TX000907,2024-03-03,2024,1,3,March,D008,C014,V015,R01,P005,Utilities expense - Facilities,Direct Debit,Posted,383.69,38.37,422.06,,INV-485115,AUD,1.0
TX000908,2025-10-01,2025,4,10,October,D007,C007,V013,R02,P008,Training expense - Customer Service,Invoice,Posted,419.47,41.95,461.42,PO-86980,INV-776153,AUD,1.0
TX000909,2026-02-23,2026,1,2,February,D007,C007,V018,R02,P008,Training expense - Customer Service,Invoice,Posted,1435.82,143.58,1579.4,PO-38369,INV-195775,AUD,1.0
TX000910,2026-04-02,2026,2,4,April,D003,C004,V021,R01,P008,Contractors expense - Human Resources,Invoice,Posted,1389.8,138.98,1528.78,PO-61543,INV-495637,AUD,1.0
TX000911,2026-03-03,2026,1,3,March,D007,C012,V021,R01,P008,Telecommunications expense - Customer Service,Direct Debit,Posted,545.43,54.54,599.97,,INV-845902,USD,1.5918
TX000912,2024-05-26,2024,2,5,May,D007,C020,V017,R02,P008,Customer Support Tools expense - Customer Service,Invoice,Posted,1238.7,123.87,1362.57,PO-57931,INV-996922,AUD,1.0
TX000913,2025-04-22,2025,2,4,April,D006,C019,V013,R02,P008,Vehicle Expenses expense - Operations,Corporate Card,Posted,693.13,69.31,762.44,,,AUD,1.0
TX000914,2025-06-22,2025,2,6,June,D004,C001,V024,R02,P005,Software & SaaS expense - Marketing,Invoice,Posted,2932.94,293.29,3226.23,PO-94105,INV-601989,AUD,1.0
TX000915,2025-02-11,2025,1,2,February,D001,C012,V004,R03,P004,Telecommunications expense - Information Technology,Direct Debit,Posted,379.78,37.98,417.76,,INV-140048,AUD,1.0
TX000916,2025-01-13,2025,1,1,January,D001,C005,V012,R04,P003,Consulting expense - Information Technology,Invoice,Posted,2117.54,211.75,2329.29,PO-93555,INV-845108,AUD,1.0
TX000917,2024-03-04,2024,1,3,March,D006,C003,V013,R04,P004,Hardware expense - Operations,Invoice,Accrued,1900.91,190.09,2091.0,PO-32179,INV-715354,AUD,1.0
TX000918,2026-01-09,2026,1,1,January,D006,C018,V027,R01,P008,Freight & Logistics expense - Operations,Invoice,Posted,5795.81,579.58,6375.39,PO-44948,INV-188047,AUD,1.0
TX000919,2024-06-25,2024,2,6,June,D008,C003,V033,R01,P003,Hardware expense - Facilities,Direct Debit,Posted,1064.85,106.48,1171.33,,INV-687789,AUD,1.0
TX000920,2024-12-25,2024,4,12,December,D002,C005,V006,R02,P008,Consulting expense - Finance,Invoice,Posted,1432.27,143.23,1575.5,PO-34334,INV-432924,AUD,1.0
TX000921,2025-08-28,2025,3,8,August,D001,C020,V024,R01,P001,Customer Support Tools expense - Information Technology,Expense Claim,Posted,476.7,47.67,524.37,,,AUD,1.0
TX000922,2026-06-04,2026,2,6,June,D004,C011,V004,R03,P002,Office Supplies expense - Marketing,Invoice,Posted,178.73,17.87,196.6,PO-34673,INV-386050,AUD,1.0
TX000923,2026-06-23,2026,2,6,June,D004,C004,V029,R05,P004,Contractors expense - Marketing,Invoice,Posted,920.3,92.03,1012.33,PO-68939,INV-969793,AUD,1.0
TX000924,2025-10-08,2025,4,10,October,D003,C001,V010,R05,P008,Software & SaaS expense - Human Resources,Corporate Card,Posted,1063.81,106.38,1170.19,,,AUD,1.0
TX000925,2026-03-26,2026,1,3,March,D005,C006,V018,R01,P008,Travel expense - Sales,Invoice,Posted,376.26,37.63,413.89,PO-34435,INV-598293,AUD,1.0
TX000926,2024-05-23,2024,2,5,May,D008,C014,V003,R01,P008,Utilities expense - Facilities,Invoice,Posted,516.48,51.65,568.13,PO-72324,INV-450971,AUD,1.0
TX000927,2024-12-10,2024,4,12,December,D002,C004,V030,R04,P005,Contractors expense - Finance,Invoice,Posted,2124.55,212.46,2337.01,PO-67012,INV-866461,AUD,1.0
TX000928,2025-02-12,2025,1,2,February,D008,C016,V022,R01,P008,Insurance expense - Facilities,Invoice,Posted,428.1,42.81,470.91,PO-76448,INV-213094,AUD,1.0
TX000929,2025-03-07,2025,1,3,March,D007,C007,V002,R05,P006,Training expense - Customer Service,Invoice,Posted,165.38,16.54,181.92,PO-78692,INV-308102,AUD,1.0
TX000930,2025-08-04,2025,3,8,August,D003,C004,V004,R03,P008,Contractors expense - Human Resources,Direct Debit,Posted,4002.51,400.25,4402.76,,INV-273373,AUD,1.0
TX000931,2025-04-16,2025,2,4,April,D001,C012,V020,R01,P008,Telecommunications expense - Information Technology,Direct Debit,Posted,287.03,28.7,315.73,,INV-261625,AUD,1.0
TX000932,2025-12-02,2025,4,12,December,D006,C003,V031,R02,P005,Hardware expense - Operations,Invoice,Posted,1630.35,163.03,1793.38,PO-70749,INV-840529,AUD,1.0
TX000933,2024-09-05,2024,3,9,September,D002,C006,V009,R01,P008,Travel expense - Finance,Invoice,Posted,412.89,41.29,454.18,PO-88241,INV-512982,AUD,1.0
TX000934,2025-06-30,2025,2,6,June,D002,C005,V002,R02,P008,Consulting expense - Finance,Direct Debit,Posted,489.67,48.97,538.64,,INV-963227,AUD,1.0
TX000935,2024-01-02,2024,1,1,January,D007,C001,V013,R03,P002,Software & SaaS expense - Customer Service,Invoice,Posted,431.7,43.17,474.87,PO-29758,INV-398806,AUD,1.0
TX000936,2024-11-14,2024,4,11,November,D007,C012,V027,R01,P008,Telecommunications expense - Customer Service,Invoice,Posted,195.99,19.6,215.59,PO-55388,INV-819391,AUD,1.0
TX000937,2026-01-20,2026,1,1,January,D002,C016,V001,R04,P008,Insurance expense - Finance,Invoice,Posted,269.36,26.94,296.3,PO-95697,INV-802750,AUD,1.0
TX000938,2025-02-15,2025,1,2,February,D007,C001,V008,R01,P004,Software & SaaS expense - Customer Service,Invoice,Posted,1963.79,196.38,2160.17,PO-53917,INV-985174,AUD,1.0
TX000939,2025-07-01,2025,3,7,July,D006,C003,V035,R04,P008,Hardware expense - Operations,Corporate Card,Posted,467.63,46.76,514.39,,,AUD,1.0
TX000940,2025-04-20,2025,2,4,April,D005,C001,V024,R01,P008,Software & SaaS expense - Sales,Corporate Card,Posted,746.15,74.61,820.76,,,AUD,1.0
TX000941,2024-09-30,2024,3,9,September,D003,C006,V021,R01,P001,Travel expense - Human Resources,Invoice,Posted,381.72,38.17,419.89,PO-61932,INV-360704,AUD,1.0
TX000942,2024-06-28,2024,2,6,June,D002,C007,V032,R01,P008,Training expense - Finance,Expense Claim,Posted,245.82,24.58,270.4,,,AUD,1.0
TX000943,2026-04-25,2026,2,4,April,D008,C003,V010,R01,P006,Hardware expense - Facilities,Direct Debit,Posted,1479.41,147.94,1627.35,,INV-860636,AUD,1.0
TX000944,2024-03-21,2024,1,3,March,D006,C019,V002,R03,P007,Vehicle Expenses expense - Operations,Corporate Card,Posted,167.26,16.73,183.99,,,AUD,1.0
TX000945,2025-03-19,2025,1,3,March,D002,C017,V020,R01,P004,Legal & Compliance expense - Finance,Direct Debit,Posted,843.85,84.39,928.24,,INV-701186,AUD,1.0
TX000946,2025-04-29,2025,2,4,April,D004,C009,V012,R01,P008,Advertising expense - Marketing,Corporate Card,Posted,602.83,60.28,663.11,,,AUD,1.0
TX000947,2024-10-06,2024,4,10,October,D001,C004,V009,R01,P008,Contractors expense - Information Technology,Direct Debit,Posted,972.13,97.21,1069.34,,INV-335745,AUD,1.0
TX000948,2024-01-19,2024,1,1,January,D006,C004,V030,R01,P004,Contractors expense - Operations,Invoice,Accrued,2271.72,227.17,2498.89,PO-11647,INV-459609,AUD,1.0
TX000949,2024-12-14,2024,4,12,December,D006,C006,V032,R04,P003,Travel expense - Operations,Corporate Card,Posted,145.9,14.59,160.49,,,AUD,1.0
TX000950,2026-05-22,2026,2,5,May,D002,C016,V006,R02,P008,Insurance expense - Finance,Invoice,Posted,350.43,35.04,385.47,PO-91902,INV-713350,AUD,1.0
TX000951,2024-06-19,2024,2,6,June,D006,C018,V002,R02,P008,Freight & Logistics expense - Operations,Corporate Card,Posted,2443.68,244.37,2688.05,,,USD,1.5063
TX000952,2025-01-22,2025,1,1,January,D002,C001,V008,R02,P003,Software & SaaS expense - Finance,Invoice,Posted,1117.19,111.72,1228.91,PO-62575,INV-676790,AUD,1.0
TX000953,2025-02-22,2025,1,2,February,D006,C004,V021,R02,P008,Contractors expense - Operations,Corporate Card,Posted,4272.37,427.24,4699.61,,,AUD,1.0
TX000954,2025-10-13,2025,4,10,October,D006,C018,V026,R02,P006,Freight & Logistics expense - Operations,Direct Debit,Accrued,1536.38,153.64,1690.02,,INV-286255,AUD,1.0
TX000955,2025-02-13,2025,1,2,February,D005,C001,V030,R02,P005,Software & SaaS expense - Sales,Invoice,Posted,1886.37,188.64,2075.01,PO-64823,INV-530224,AUD,1.0
TX000956,2024-07-12,2024,3,7,July,D001,C005,V033,R01,P008,Consulting expense - Information Technology,Invoice,Posted,905.3,90.53,995.83,PO-58535,INV-123823,AUD,1.0
TX000957,2026-01-30,2026,1,1,January,D007,C020,V011,R02,P003,Customer Support Tools expense - Customer Service,Invoice,Posted,593.55,59.35,652.9,PO-36186,INV-438400,AUD,1.0
TX000958,2024-05-15,2024,2,5,May,D005,C001,V030,R04,P003,Software & SaaS expense - Sales,Invoice,Posted,847.06,84.71,931.77,PO-70477,INV-624513,AUD,1.0
TX000959,2025-10-18,2025,4,10,October,D002,C017,V011,R03,P005,Legal & Compliance expense - Finance,Invoice,Posted,187.59,18.76,206.35,PO-63260,INV-645015,AUD,1.0
TX000960,2025-04-26,2025,2,4,April,D007,C001,V035,R04,P008,Software & SaaS expense - Customer Service,Invoice,Posted,1501.21,150.12,1651.33,PO-48399,INV-951089,AUD,1.0
TX000961,2025-02-11,2025,1,2,February,D001,C003,V029,R02,P008,Hardware expense - Information Technology,Invoice,Posted,800.37,80.04,880.41,PO-24651,INV-857065,AUD,1.0
TX000962,2024-06-22,2024,2,6,June,D006,C011,V016,R03,P002,Office Supplies expense - Operations,Invoice,Posted,359.63,35.96,395.59,PO-74431,INV-889056,AUD,1.0
TX000963,2024-09-07,2024,3,9,September,D005,C009,V029,R01,P007,Advertising expense - Sales,Corporate Card,Posted,4057.88,405.79,4463.67,,,AUD,1.0
TX000964,2024-10-22,2024,4,10,October,D001,C002,V019,R04,P008,Cloud Services expense - Information Technology,Invoice,Posted,555.59,55.56,611.15,PO-98247,INV-409203,AUD,1.0
TX000965,2024-06-07,2024,2,6,June,D003,C004,V017,R03,P008,Contractors expense - Human Resources,Invoice,Posted,1997.43,199.74,2197.17,PO-44002,INV-481851,AUD,1.0
TX000966,2026-01-08,2026,1,1,January,D007,C012,V023,R03,P003,Telecommunications expense - Customer Service,Invoice,Posted,608.86,60.89,669.75,PO-73602,INV-779872,AUD,1.0
TX000967,2024-06-22,2024,2,6,June,D008,C004,V005,R02,P006,Contractors expense - Facilities,Invoice,Posted,1242.57,124.26,1366.83,PO-25675,INV-781570,AUD,1.0
TX000968,2024-07-20,2024,3,7,July,D006,C011,V001,R02,P008,Office Supplies expense - Operations,Invoice,Posted,477.74,47.77,525.51,PO-62231,INV-756830,AUD,1.0
TX000969,2024-04-11,2024,2,4,April,D006,C018,V035,R01,P008,Freight & Logistics expense - Operations,Invoice,Posted,4081.83,408.18,4490.01,PO-78543,INV-360017,AUD,1.0
TX000970,2024-09-07,2024,3,9,September,D005,C019,V016,R01,P008,Vehicle Expenses expense - Sales,Invoice,Posted,241.94,24.19,266.13,PO-34905,INV-868959,USD,1.4899
TX000971,2026-04-30,2026,2,4,April,D002,C004,V015,R02,P001,Contractors expense - Finance,Invoice,Posted,418.28,41.83,460.11,PO-16695,INV-434347,AUD,1.0
TX000972,2026-03-19,2026,1,3,March,D002,C004,V031,R02,P007,Contractors expense - Finance,Invoice,Posted,711.8,71.18,782.98,PO-86246,INV-550631,AUD,1.0
TX000973,2026-05-31,2026,2,5,May,D002,C016,V013,R04,P008,Insurance expense - Finance,Corporate Card,Posted,608.06,60.81,668.87,,,USD,1.4878
TX000974,2024-10-04,2024,4,10,October,D008,C015,V033,R01,P008,Repairs & Maintenance expense - Facilities,Invoice,Posted,253.56,25.36,278.92,PO-98846,INV-688528,AUD,1.0
TX000975,2025-05-30,2025,2,5,May,D005,C019,V012,R02,P008,Vehicle Expenses expense - Sales,Expense Claim,Posted,814.0,81.4,895.4,,,AUD,1.0
TX000976,2024-03-08,2024,1,3,March,D007,C007,V022,R01,P008,Training expense - Customer Service,Invoice,Posted,408.02,40.8,448.82,PO-37946,INV-422122,AUD,1.0
TX000977,2025-05-28,2025,2,5,May,D005,C009,V020,R03,P008,Advertising expense - Sales,Corporate Card,Posted,2898.87,289.89,3188.76,,,AUD,1.0
TX000978,2025-02-09,2025,1,2,February,D003,C004,V034,R03,P003,Contractors expense - Human Resources,Invoice,Posted,9003.93,900.39,9904.32,PO-49795,INV-488802,AUD,1.0
TX000979,2024-05-28,2024,2,5,May,D005,C009,V021,R03,P008,Advertising expense - Sales,Invoice,Posted,1290.63,129.06,1419.69,PO-62963,INV-157994,AUD,1.0
TX000980,2025-02-22,2025,1,2,February,D006,C019,V018,R04,P008,Vehicle Expenses expense - Operations,Invoice,Posted,221.89,22.19,244.08,PO-60122,INV-441505,AUD,1.0
TX000981,2025-07-25,2025,3,7,July,D004,C004,V018,R03,P007,Contractors expense - Marketing,Invoice,Posted,854.24,85.42,939.66,PO-71587,INV-148234,AUD,1.0
TX000982,2026-03-10,2026,1,3,March,D007,C012,V025,R01,P008,Telecommunications expense - Customer Service,Invoice,Posted,250.96,25.1,276.06,PO-19697,INV-440310,AUD,1.0
TX000983,2026-03-04,2026,1,3,March,D007,C004,V013,R04,P008,Contractors expense - Customer Service,Invoice,Posted,1920.26,192.03,2112.29,PO-82964,INV-656822,AUD,1.0
TX000984,2026-04-16,2026,2,4,April,D005,C019,V005,R01,P008,Vehicle Expenses expense - Sales,Corporate Card,Posted,4070.21,407.02,4477.23,,,USD,1.5042
TX000985,2026-02-04,2026,1,2,February,D004,C004,V024,R01,P004,Contractors expense - Marketing,Corporate Card,Posted,855.78,85.58,941.36,,,AUD,1.0
TX000986,2024-01-24,2024,1,1,January,D003,C001,V032,R03,P007,Software & SaaS expense - Human Resources,Expense Claim,Posted,687.39,68.74,756.13,,,USD,1.581
TX000987,2025-07-05,2025,3,7,July,D008,C011,V005,R02,P008,Office Supplies expense - Facilities,Direct Debit,Posted,480.43,48.04,528.47,,INV-591202,AUD,1.0
TX000988,2025-09-16,2025,3,9,September,D004,C001,V018,R03,P007,Software & SaaS expense - Marketing,Expense Claim,Posted,671.2,67.12,738.32,,,AUD,1.0
TX000989,2024-07-05,2024,3,7,July,D006,C011,V028,R02,P008,Office Supplies expense - Operations,Invoice,Posted,513.24,51.32,564.56,PO-11119,INV-336170,AUD,1.0
TX000990,2024-11-26,2024,4,11,November,D007,C004,V021,R01,P004,Contractors expense - Customer Service,Invoice,Accrued,1879.57,187.96,2067.53,PO-85609,INV-260017,AUD,1.0
TX000991,2024-07-12,2024,3,7,July,D003,C004,V035,R01,P002,Contractors expense - Human Resources,Direct Debit,Accrued,3877.64,387.76,4265.4,,INV-443367,AUD,1.0
TX000992,2026-06-10,2026,2,6,June,D006,C004,V011,R03,P003,Contractors expense - Operations,Direct Debit,Posted,1866.45,186.65,2053.1,,INV-243982,AUD,1.0
TX000993,2026-06-17,2026,2,6,June,D008,C003,V029,R04,P006,Hardware expense - Facilities,Direct Debit,Posted,1328.86,132.89,1461.75,,INV-283602,AUD,1.0
TX000994,2025-06-02,2025,2,6,June,D002,C004,V032,R03,P002,Contractors expense - Finance,Expense Claim,Posted,2700.39,270.04,2970.43,,,AUD,1.0
TX000995,2024-04-02,2024,2,4,April,D006,C011,V030,R01,P002,Office Supplies expense - Operations,Invoice,Posted,81.41,8.14,89.55,PO-50629,INV-977170,USD,1.465
TX000996,2024-03-07,2024,1,3,March,D007,C007,V025,R01,P008,Training expense - Customer Service,Invoice,Posted,478.28,47.83,526.11,PO-71579,INV-899316,AUD,1.0
TX000997,2024-02-09,2024,1,2,February,D001,C005,V019,R04,P008,Consulting expense - Information Technology,Invoice,Accrued,921.79,92.18,1013.97,PO-29841,INV-878008,AUD,1.0
TX000998,2026-04-08,2026,2,4,April,D003,C006,V011,R04,P002,Travel expense - Human Resources,Direct Debit,Posted,410.28,41.03,451.31,,INV-127084,AUD,1.0
TX000999,2024-12-05,2024,4,12,December,D001,C004,V027,R01,P008,Contractors expense - Information Technology,Corporate Card,Posted,653.24,65.32,718.56,,,AUD,1.0
TX001000,2024-01-16,2024,1,1,January,D006,C004,V008,R01,P008,Contractors expense - Operations,Invoice,Posted,5139.23,513.92,5653.15,PO-89071,INV-948743,AUD,1.0
TX001001,2025-10-14,2025,4,10,October,D001,C003,V017,R02,P008,Hardware expense - Information Technology,Invoice,Posted,220.93,22.09,243.02,PO-72624,INV-616740,AUD,1.0
TX001002,2026-02-05,2026,1,2,February,D004,C004,V010,R01,P002,Contractors expense - Marketing,Invoice,Posted,1134.38,113.44,1247.82,PO-23792,INV-361912,AUD,1.0
TX001003,2024-08-19,2024,3,8,August,D005,C006,V030,R03,P005,Travel expense - Sales,Invoice,Posted,1059.89,105.99,1165.88,PO-27263,INV-443874,AUD,1.0
TX001004,2025-03-08,2025,1,3,March,D006,C019,V003,R01,P008,Vehicle Expenses expense - Operations,Corporate Card,Pending,4099.59,409.96,4509.55,,,AUD,1.0
TX001005,2024-01-15,2024,1,1,January,D003,C011,V011,R01,P008,Office Supplies expense - Human Resources,Invoice,Posted,194.28,19.43,213.71,PO-85654,INV-525362,AUD,1.0
TX001006,2025-04-07,2025,2,4,April,D004,C009,V008,R03,P008,Advertising expense - Marketing,Invoice,Pending,3605.65,360.57,3966.22,PO-34421,INV-367685,AUD,1.0
TX001007,2024-12-15,2024,4,12,December,D008,C016,V022,R02,P008,Insurance expense - Facilities,Direct Debit,Posted,703.7,70.37,774.07,,INV-669711,AUD,1.0
TX001008,2024-05-09,2024,2,5,May,D002,C004,V008,R05,P008,Contractors expense - Finance,Direct Debit,Posted,1827.63,182.76,2010.39,,INV-186997,AUD,1.0
TX001009,2026-06-06,2026,2,6,June,D003,C007,V033,R04,P008,Training expense - Human Resources,Corporate Card,Posted,318.35,31.84,350.19,,,AUD,1.0
TX001010,2025-06-21,2025,2,6,June,D001,C020,V034,R02,P008,Customer Support Tools expense - Information Technology,Corporate Card,Posted,433.83,43.38,477.21,,,AUD,1.0
TX001011,2024-08-19,2024,3,8,August,D003,C008,V013,R05,P008,Recruitment expense - Human Resources,Direct Debit,Posted,883.85,88.39,972.24,,INV-242732,USD,1.5841
TX001012,2026-01-08,2026,1,1,January,D005,C001,V020,R01,P008,Software & SaaS expense - Sales,Corporate Card,Posted,245.14,24.51,269.65,,,AUD,1.0
TX001013,2024-05-23,2024,2,5,May,D003,C007,V016,R04,P008,Training expense - Human Resources,Invoice,Posted,235.18,23.52,258.7,PO-55928,INV-173957,AUD,1.0
TX001014,2024-08-19,2024,3,8,August,D005,C006,V010,R04,P002,Travel expense - Sales,Invoice,Posted,434.14,43.41,477.55,PO-78238,INV-426275,AUD,1.0
TX001015,2025-06-20,2025,2,6,June,D002,C017,V029,R03,P008,Legal & Compliance expense - Finance,Corporate Card,Posted,454.64,45.46,500.1,,,AUD,1.0
TX001016,2026-02-11,2026,1,2,February,D006,C006,V017,R05,P001,Travel expense - Operations,Corporate Card,Posted,265.32,26.53,291.85,,,AUD,1.0
TX001017,2026-03-24,2026,1,3,March,D008,C016,V006,R01,P008,Insurance expense - Facilities,Direct Debit,Posted,542.8,54.28,597.08,,INV-553485,AUD,1.0
TX001018,2025-03-07,2025,1,3,March,D001,C012,V018,R01,P008,Telecommunications expense - Information Technology,Invoice,Posted,1653.88,165.39,1819.27,PO-56748,INV-187129,AUD,1.0
TX001019,2024-01-14,2024,1,1,January,D002,C016,V032,R04,P004,Insurance expense - Finance,Invoice,Posted,235.98,23.6,259.58,PO-89513,INV-978090,USD,1.5739
TX001020,2025-08-02,2025,3,8,August,D007,C020,V025,R02,P008,Customer Support Tools expense - Customer Service,Invoice,Accrued,2440.95,244.09,2685.04,PO-41275,INV-478222,AUD,1.0
TX001021,2025-08-17,2025,3,8,August,D007,C012,V029,R03,P001,Telecommunications expense - Customer Service,Invoice,Posted,1124.97,112.5,1237.47,PO-92328,INV-880545,AUD,1.0
TX001022,2026-03-07,2026,1,3,March,D007,C001,V022,R01,P003,Software & SaaS expense - Customer Service,Direct Debit,Posted,4193.91,419.39,4613.3,,INV-460762,AUD,1.0
TX001023,2024-12-26,2024,4,12,December,D004,C006,V030,R02,P001,Travel expense - Marketing,Direct Debit,Posted,1008.37,100.84,1109.21,,INV-673862,AUD,1.0
TX001024,2025-10-25,2025,4,10,October,D006,C019,V012,R02,P005,Vehicle Expenses expense - Operations,Corporate Card,Posted,477.16,47.72,524.88,,,AUD,1.0
TX001025,2026-04-28,2026,2,4,April,D005,C001,V026,R04,P002,Software & SaaS expense - Sales,Invoice,Posted,619.58,61.96,681.54,PO-73627,INV-467624,AUD,1.0
TX001026,2024-12-11,2024,4,12,December,D008,C011,V021,R03,P008,Office Supplies expense - Facilities,Corporate Card,Posted,135.65,13.57,149.22,,,AUD,1.0
TX001027,2024-07-01,2024,3,7,July,D007,C020,V006,R03,P003,Customer Support Tools expense - Customer Service,Invoice,Posted,2990.03,299.0,3289.03,PO-27436,INV-503953,AUD,1.0
TX001028,2024-04-16,2024,2,4,April,D005,C012,V015,R02,P002,Telecommunications expense - Sales,Invoice,Posted,360.04,36.0,396.04,PO-74814,INV-335372,AUD,1.0
TX001029,2026-05-03,2026,2,5,May,D004,C004,V014,R04,P007,Contractors expense - Marketing,Expense Claim,Posted,871.08,87.11,958.19,,,AUD,1.0
TX001030,2025-03-25,2025,1,3,March,D007,C020,V027,R02,P008,Customer Support Tools expense - Customer Service,Invoice,Accrued,312.09,31.21,343.3,PO-60738,INV-883068,AUD,1.0
TX001031,2024-09-24,2024,3,9,September,D006,C006,V016,R02,P005,Travel expense - Operations,Expense Claim,Posted,348.87,34.89,383.76,,,AUD,1.0
TX001032,2025-12-20,2025,4,12,December,D004,C010,V033,R02,P002,Events expense - Marketing,Invoice,Posted,1384.92,138.49,1523.41,PO-55657,INV-852420,AUD,1.0
TX001033,2025-12-19,2025,4,12,December,D004,C009,V030,R01,P008,Advertising expense - Marketing,Invoice,Posted,1957.57,195.76,2153.33,PO-83268,INV-781865,USD,1.4757
TX001034,2024-02-28,2024,1,2,February,D006,C011,V023,R04,P002,Office Supplies expense - Operations,Corporate Card,Posted,1222.11,122.21,1344.32,,,AUD,1.0
TX001035,2025-12-22,2025,4,12,December,D003,C007,V035,R01,P008,Training expense - Human Resources,Invoice,Posted,400.11,40.01,440.12,PO-63364,INV-251239,AUD,1.0
TX001036,2026-02-23,2026,1,2,February,D006,C003,V023,R05,P001,Hardware expense - Operations,Invoice,Posted,1464.39,146.44,1610.83,PO-31129,INV-868140,AUD,1.0
TX001037,2024-07-18,2024,3,7,July,D004,C010,V012,R03,P008,Events expense - Marketing,Invoice,Posted,1208.02,120.8,1328.82,PO-99830,INV-506271,AUD,1.0
TX001038,2026-04-04,2026,2,4,April,D007,C012,V022,R03,P002,Telecommunications expense - Customer Service,Invoice,Posted,215.11,21.51,236.62,PO-21892,INV-293531,AUD,1.0
TX001039,2024-09-23,2024,3,9,September,D007,C004,V006,R01,P008,Contractors expense - Customer Service,Invoice,Posted,726.08,72.61,798.69,PO-83023,INV-162019,AUD,1.0
TX001040,2025-11-30,2025,4,11,November,D006,C003,V034,R01,P008,Hardware expense - Operations,Invoice,Posted,350.13,35.01,385.14,PO-59130,INV-172759,AUD,1.0
TX001041,2024-06-25,2024,2,6,June,D004,C011,V014,R03,P003,Office Supplies expense - Marketing,Invoice,Posted,293.68,29.37,323.05,PO-33264,INV-631972,AUD,1.0
TX001042,2024-06-01,2024,2,6,June,D008,C003,V008,R03,P008,Hardware expense - Facilities,Invoice,Posted,2604.46,260.45,2864.91,PO-77959,INV-275516,AUD,1.0
TX001043,2024-04-12,2024,2,4,April,D008,C004,V022,R03,P008,Contractors expense - Facilities,Invoice,Posted,1843.82,184.38,2028.2,PO-54347,INV-358182,AUD,1.0
TX001044,2025-01-09,2025,1,1,January,D003,C004,V026,R05,P008,Contractors expense - Human Resources,Direct Debit,Posted,5502.9,550.29,6053.19,,INV-719848,AUD,1.0
TX001045,2024-04-11,2024,2,4,April,D002,C016,V035,R03,P008,Insurance expense - Finance,Corporate Card,Posted,498.47,49.85,548.32,,,AUD,1.0
TX001046,2026-02-20,2026,1,2,February,D004,C006,V028,R05,P007,Travel expense - Marketing,Invoice,Posted,494.87,49.49,544.36,PO-60961,INV-420756,AUD,1.0
